row_number_from_source_file,region_code,division_code,municipality_code,full_division_code,full_municipality_code,beis_school_id,implementing_unit,modified_coc,school_type,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,dropout_rate_g7_m,dropout_rate_g7_f,dropout_rate_g8_m,dropout_rate_g8_f,dropout_rate_g9_m,dropout_rate_g9_f,dropout_rate_g10_m,dropout_rate_g10_f,dropout_rate_sn_ed_ngjhs_m,dropout_rate_sn_ed_ngjhs_f,dropout_rate_total_jhs_m,dropout_rate_total_jhs_f,dropout_rate_total_jhs_all,jhs_instructional_rooms,jhs_classroom_ratio,jhs_seats,jhs_seat_ratio,jhs_toilet,jhs_toilet_ratio,jhs_computer,jhs_computer_ratio,jhs_teacher,jhs_teacher_ratio,cancel_2016,cancel_2017,cancel_2018,cancel_2019,cancel_2020,cancel_2021,cancel_2022,cancel_2023,cancel_total_20162023,cancel_average_20162023,pilot_cancel,pilot_ratio,pilot_shift,randomized_eval_id,rev_status
2637,4,15,1,415,41501,308501,1,2,2,302,263,290,322,338,356,314,332,0,0,1244,1273,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42.839999999999996,-999,1,96,26.310000000000002,242,10.40082645,96,26.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2637,0
2638,4,18,1,418,41801,308602,0,2,1,221,170,244,243,267,270,297,253,0,0,1029,936,1965,0.036199999999999996,0.0176,0.0574,0.0206,0.0262,0.025900000000000003,0.043800000000000006,0.015799999999999998,0,0,0.0408,0.020300000000000002,0.031,44,44.47,-999,1,47,41.8,129,15.232558139999998,73,26.919999999999998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2639,4,18,1,418,41801,301508,0,2,1,156,118,133,127,154,130,131,138,0,0,574,513,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88.44000000000001,653,2,14,78.61,304,3.5756578949999995,37,29.38,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2639,0
2640,4,18,1,418,41801,308601,1,2,1,145,140,173,147,161,166,150,151,0,0,629,604,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,15,83.89,482,3,15,79.7,98,12.581632650000001,45,27.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2641,4,1,1,401,40101,301457,1,2,1,726,710,853,768,897,840,935,824,0,0,3411,3142,6553,0.0248,0.0113,0.0176,0.0104,0.0145,0.0095,0.031,0.029099999999999997,0,0,0.022,0.0153,0.0188,78,84.1,-999,2,116,56.44,196,33.433673469999995,263,24.919999999999998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2642,4,1,1,401,40101,301425,1,2,1,414,418,455,417,525,512,549,453,0,0,1943,1800,3743,0.0048000000000000004,0.0024000000000000002,0.0022,0.0024000000000000002,0.0057,0.0059,0.0036,0,0,0,0.0041,0.0028,0.0035,48,78.26,-999,2,71,52.78,38,98.5,148,25.29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2642,0
2643,4,1,1,401,40101,321506,0,2,1,303,285,343,287,270,273,259,246,0,0,1175,1091,2266,0.0231,0.0035,0.049600000000000005,0.034800000000000005,0.0148,0.022,0.0077,0.016300000000000002,0,0,0.025500000000000002,0.0192,0.0225,27,84.55,743,3,19,116.25,5,453.2,76,29.82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2644,4,1,1,401,40101,301419,1,2,1,635,529,655,545,640,644,588,601,0,0,2518,2319,4837,0.0079,0.0095,0.0046,0.0092,0.009399999999999999,0.0062,0.0051,0.0033,0,0,0.0068000000000000005,0.0069,0.0068000000000000005,32,153.53,-999,3,23,213.60999999999999,237,20.4092827,212,22.82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2645,4,1,1,401,40101,301422,1,2,1,428,441,451,406,532,434,452,448,0,0,1863,1729,3592,0.0047,0,0.0022,0,0.013200000000000002,0.0046,0.0288,0.0045000000000000005,0,0,0.0123,0.0023,0.0075,59,61.05,-999,1,61,58.59,244,14.721311479999995,157,22.88,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2646,4,1,1,401,40101,301423,0,2,1,106,108,146,110,147,94,110,131,0,0,509,443,952,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44.55,516,2,26,36.91,59,16.13559322,37,25.73,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2647,4,1,1,401,40101,301426,1,2,1,352,311,338,311,387,376,374,373,0,0,1451,1371,2822,0.0199,0.0064,0.0473,0.0257,0.062,0.0239,0.050800000000000005,0.0241,0,0,0.0455,0.0204,0.0333,52,53.83,-999,2,40,70.08,845,3.3396449699999993,113,24.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2648,4,1,1,401,40101,321505,0,2,1,414,390,399,415,500,437,474,452,0,0,1787,1694,3481,0,0.0026,0,0,0.002,0,0,0.0022,0,0,6.000000000000001e-4,0.0012000000000000001,9.000000000000001e-4,33,105.05,-999,2,39,88.71000000000001,205,16.980487799999995,117,29.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2649,4,20,1,420,42001,301227,0,2,2,605,540,722,642,816,763,791,705,0,0,2934,2650,5584,0.0347,0.013000000000000001,0.029099999999999997,0.0078000000000000005,0.0392,0.018300000000000004,0.026500000000000003,0.018400000000000003,0,0,0.0324,0.0147,0.024,69,80.38,-999,2,53,105.22,6064,0.9208443270000001,212,26.34,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2649,0
2650,4,20,1,420,42001,301239,0,2,1,123,139,156,135,181,161,166,171,0,0,626,606,1232,0.0325,0.0288,0.0128,0.037,0.0497,0.0062,0.006,0.011699999999999999,0,0,0.0256,0.019799999999999998,0.022699999999999998,5,262.83,929,1,27,45.06,407,3.0270270270000004,47,26.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2651,4,22,1,422,42201,301416,0,2,1,80,60,81,74,84,81,97,85,0,0,342,300,642,0.0125,0.0333,0.0988,0,0.119,0.0123,0.0206,0.0235,0,0,0.061399999999999996,0.0167,0.0405,7,90.6,578,1,6,113.25,34,18.882352939999997,25,25.68,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2651,0
2652,4,22,1,422,42201,301347,1,2,1,471,452,457,492,532,520,575,566,12,8,2047,2038,4085,0.0042,0.0066,0.0109,0.0061,0.009399999999999999,0.0058000000000000005,0.0035,0.0053,0,0,0.0068000000000000005,0.0059,0.0064,93,43.92,-999,1,22,183.41,40,102.12499999999999,215,19,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2653,4,11,1,411,41101,301194,1,2,2,828,717,815,794,1007,937,930,925,12,6,3592,3379,6971,0.0314,0.0195,0.0245,0.0164,0.036699999999999997,0.0181,0.0323,0.017300000000000003,0,0.16670000000000001,0.0315,0.0181,0.025,58,120.91000000000001,-999,3,74,93.74000000000001,432,16.136574070000002,266,26.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2654,4,11,1,411,41101,301214,1,2,1,323,316,350,353,467,380,461,379,5,6,1606,1434,3040,0.0031,0,0.0029,0.0057,0.0021,0.0026,0,0.0026,0,0,0.0019,0.0028,0.0023,21,147.03,-999,3,29,104,112,27.142857140000004,78,38.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2654,1
2655,4,11,1,411,41101,301223,1,2,1,165,161,165,157,209,166,154,151,0,0,693,635,1328,0.0303,0.0062,0.0061,0.025500000000000002,0.0287,0.0301,0.026000000000000002,0.013200000000000002,0,0,0.0231,0.018900000000000004,0.0211,18,73.78,-999,1,28,47.43,128,10.375000000000002,62,21.419999999999998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2656,4,10,1,410,41001,301184,0,4,1,487,484,575,502,629,582,647,602,0,0,2338,2170,4508,0.0205,0.0207,0.024300000000000002,0.013900000000000001,0.0223,0.0155,0.0247,0.0316,0,0,0.0231,0.0207,0.022,32,140.88000000000002,-999,3,30,150.26999999999998,924,4.878787878999999,184,24.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2656,0
2657,4,10,1,410,41001,301185,1,4,1,372,320,334,345,419,399,395,379,0,0,1520,1443,2963,0.0457,0.0281,0.0569,0.0551,0.0167,0.0351,0.07590000000000001,0.026400000000000003,0,0,0.048,0.036,0.0422,34,87.14999999999999,722,4,32,92.59,2611,1.1348142469999998,134,22.110000000000003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2658,4,10,1,410,41001,301187,1,4,1,214,170,179,170,208,215,187,192,0,0,788,747,1535,0.056100000000000004,0.0176,0.0391,0.0353,0.0337,0.0419,0.0267,0.0208,0,0,0.0393,0.0295,0.0345,23,66.74000000000001,827,2,35,43.86,56,27.410714289999998,67,22.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2659,4,3,14,403,40314,301151,1,4,1,259,255,309,276,338,330,346,298,0,0,1252,1159,2411,0.0193,0,0.0162,0.0109,0.0325,0.0182,0.0434,0.0067,0,0,0.0288,0.0095,0.0195,40,60.28,-999,2,53,45.49,32,75.34375,101,23.87,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2660,4,3,9,403,40309,301127,1,4,1,267,272,386,359,370,391,409,376,0,0,1432,1398,2830,0.0262,0.018400000000000003,0.044,0.039,0.024300000000000002,0.0153,0.0196,0.016,0,0,0.0286,0.022199999999999998,0.025400000000000002,38,74.47,-999,1,32,88.44000000000001,10,283,116,24.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2661,4,8,3,408,40803,301177,1,4,1,664,675,754,662,766,728,736,740,0,0,2920,2805,5725,0.0256,0.0089,0.026500000000000003,0.0121,0.018300000000000004,0.011,0.0149,0.013500000000000002,0,0,0.0212,0.011399999999999999,0.0164,111,51.58,-999,1,112,51.120000000000005,125,45.8,220,26.02,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2662,4,8,6,408,40806,301174,0,4,1,113,118,132,122,157,133,140,148,0,0,542,521,1063,0.05310000000000001,0.0424,0.13640000000000002,0.0574,0.0318,0.05260000000000001,0.057100000000000005,0.033800000000000004,0,0,0.0683,0.0461,0.0574,21,50.620000000000005,-999,1,22,48.32,85,12.505882350000002,58,18.330000000000002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2663,4,8,8,408,40808,301169,0,4,1,107,111,115,107,87,108,75,79,0,0,384,405,789,0.056100000000000004,0.036,0.034800000000000005,0.0467,0.0575,0.0093,0.05330000000000001,0,0,0,0.0495,0.0247,0.0368,18,43.83,661,1,12,65.75,35,22.542857140000002,43,18.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2664,4,8,10,408,40810,301208,0,4,1,235,212,258,277,290,303,279,267,0,0,1062,1059,2121,0.034,0.028300000000000002,0.0659,0.028900000000000002,0.037899999999999996,0.0429,0.0645,0.0262,0,0,0.050800000000000005,0.032100000000000004,0.0415,24,88.38,-999,1,69,30.74,29,73.13793102999999,62,34.21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2665,4,8,11,408,40811,301212,0,4,1,476,439,487,457,538,467,451,514,0,0,1952,1877,3829,0.018900000000000004,0.011399999999999999,0.051300000000000005,0.0241,0.0558,0.0236,0.0244,0.0272,0,0,0.0384,0.0218,0.0303,50,76.58,778,5,26,147.26999999999998,172,22.261627909999998,145,26.41,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2666,4,8,12,408,40812,301197,1,4,1,203,175,200,176,203,221,219,184,0,0,825,756,1581,0.05910000000000001,0.011399999999999999,0.034999999999999996,0.011399999999999999,0.0936,0.036199999999999996,0.0274,0.032600000000000004,0,0,0.05330000000000001,0.023799999999999998,0.0392,18,87.83,-999,1,34,46.5,100,15.81,48,32.94,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2666,0
2667,4,8,12,408,40812,301203,1,4,1,159,140,170,154,163,157,171,170,0,0,663,621,1284,0.0881,0.0071,0.07060000000000001,0.07790000000000001,0.049100000000000005,0.025500000000000002,0.07020000000000001,0.0294,0,0,0.06939999999999999,0.035399999999999994,0.053000000000000005,16,80.25,-999,1,24,53.5,90,14.266666670000001,40,32.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2668,4,8,14,408,40814,307817,0,4,3,295,306,288,277,264,259,202,204,0,0,1049,1046,2095,0.07800000000000001,0.0196,0.0347,0,0.0417,0.0347,0.0248,0.049,0,0,0.0467,0.0239,0.0353,21,99.76,450,5,23,91.09,34,61.61764705999999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2669,4,8,15,408,40815,301222,1,4,2,1425,1328,1334,1274,1373,1412,1431,1346,0,0,5563,5360,10923,0.037899999999999996,0.0196,0.0607,0.0322,0.0517,0.0241,0.042600000000000006,0.0267,0,0,0.048,0.0256,0.037,121,90.27,-999,2,108,101.14,16,682.6875,377,28.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,NA,NA
2670,4,13,3,413,41303,301238,1,4,2,238,244,266,247,283,276,280,296,0,0,1067,1063,2130,0,0,0.0188,0.0081,0.0071,0.0036,0.0036,0.020300000000000002,0,0,0.0075,0.0085,0.008,38,56.05,-999,2,43,49.53,337,6.3204747769999985,181,11.77,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2670,0
